subj_id,item_id,cond,gender,Y
6,46,0.5,female,680.4544854343166
6,47,-0.5,female,1006.3502791982114
6,48,0.5,female,768.6863015134552
6,49,-0.5,female,664.0646006244234
6,50,0.5,female,1194.3040644568814
7,1,-0.5,male,945.992835644518
7,2,0.5,male,869.3668266068348
7,3,-0.5,male,602.3781042953761
7,4,0.5,male,953.9889738692057
7,5,-0.5,male,638.192866841272
7,6,0.5,male,1000.4495408317116
7,7,-0.5,male,440.6495516843005
7,8,0.5,male,783.6845158488964
7,9,-0.5,male,369.0030124612616
7,10,0.5,male,771.0551819740274
7,11,-0.5,male,757.0757336521781
7,12,0.5,male,1086.8595349660363
7,13,-0.5,male,829.3223700537862
7,14,0.5,male,839.3713191562367
7,15,-0.5,male,417.04310077381535
7,16,0.5,male,792.4941422617602
7,17,-0.5,male,551.0769562922543
7,18,0.5,male,870.5983244775217
7,19,-0.5,male,1100.991977508145
7,20,0.5,male,981.6876520642851
7,21,-0.5,male,837.6229872208409
7,22,0.5,male,938.815197302352
7,23,-0.5,male,625.470092986076
7,24,0.5,male,838.5206888771932
7,25,-0.5,male,631.848238777257
7,26,0.5,male,1004.0641061992908
7,27,-0.5,male,1110.3618730116225
7,28,0.5,male,586.9580756119642
7,29,-0.5,male,940.7273474134928
7,30,0.5,male,600.1821675811883
7,31,-0.5,male,837.472836542575
7,32,0.5,male,753.3928466661523
7,33,-0.5,male,590.802965921795
7,34,0.5,male,819.6141377069538
7,35,-0.5,male,467.7774131690135
7,36,0.5,male,859.6376561483909
7,37,-0.5,male,799.750310573844
7,38,0.5,male,988.8129618871528
7,39,-0.5,male,814.0540946759857
7,40,0.5,male,1156.3304482833628
7,41,-0.5,male,1076.7494579075765
7,42,0.5,male,806.8044912781266
7,43,-0.5,male,445.721080382784
7,44,0.5,male,1143.405093942211
7,45,-0.5,male,686.5079978136781
7,46,0.5,male,638.6705743725591
7,47,-0.5,male,507.1358061584381
7,48,0.5,male,980.9097898501419
7,49,-0.5,male,713.7628659597765
7,50,0.5,male,858.7310816276675
8,1,-0.5,female,514.7091473426799
8,2,0.5,female,848.9087989354442
8,3,-0.5,female,662.8736978367142
8,4,0.5,female,832.2090831720695
8,5,-0.5,female,839.1194677607748
8,6,0.5,female,901.2615305872209
8,7,-0.5,female,554.761166571546
8,8,0.5,female,906.452827744817
8,9,-0.5,female,938.8773428308455
8,10,0.5,female,492.6424158903498
8,11,-0.5,female,1157.7020223467944
8,12,0.5,female,933.0646635414017
8,13,-0.5,female,990.8333279333277
8,14,0.5,female,785.7469992915272
8,15,-0.5,female,319.54017770350106
8,16,0.5,female,680.1385742126034
8,17,-0.5,female,490.1534877880601
8,18,0.5,female,776.3240487215626
8,19,-0.5,female,863.4536008926494
8,20,0.5,female,970.3805003263471
8,21,-0.5,female,661.4840205779157
8,22,0.5,female,805.4617707904406
8,23,-0.5,female,293.56565247310584
8,24,0.5,female,928.4866074026316
8,25,-0.5,female,754.5605883984956
8,26,0.5,female,934.8106433598534
8,27,-0.5,female,734.3785203175494
8,28,0.5,female,938.7444892122068
8,29,-0.5,female,457.48979933670637
8,30,0.5,female,993.0335146118863
8,31,-0.5,female,1003.3480608438224
8,32,0.5,female,695.0696297194501
8,33,-0.5,female,564.7711948230478
8,34,0.5,female,737.5965877085389
8,35,-0.5,female,356.20975088994754
8,36,0.5,female,812.423688814577
8,37,-0.5,female,608.2177218145821
8,38,0.5,female,847.544386170999
8,39,-0.5,female,1023.8689856363461
8,40,0.5,female,748.8841018680613
8,41,-0.5,female,422.66188332894376
8,42,0.5,female,795.2155245814334
8,43,-0.5,female,548.5898584781689
8,44,0.5,female,957.7517302547615
8,45,-0.5,female,842.8539730440552
8,46,0.5,female,782.073834208627
8,47,-0.5,female,738.7327586839017
8,48,0.5,female,759.796173526088
8,49,-0.5,female,901.5442173203671
8,50,0.5,female,1016.740602416373
9,1,-0.5,male,916.9456360403884
9,2,0.5,male,634.2632483346601
9,3,-0.5,male,958.2319904192743
9,4,0.5,male,597.8060661481879
9,5,-0.5,male,1224.4454253367844
9,6,0.5,male,946.2591937379643
9,7,-0.5,male,1020.6593160883169
9,8,0.5,male,781.312251983087
9,9,-0.5,male,638.3717202595749
9,10,0.5,male,1189.2909316052537
9,11,-0.5,male,976.8266480803343
9,12,0.5,male,922.915678043524
9,13,-0.5,male,751.5742709807732
9,14,0.5,male,885.0297871584465
9,15,-0.5,male,611.0898658582366
9,16,0.5,male,727.6364351116621
9,17,-0.5,male,829.4378599944256
9,18,0.5,male,819.2836541269974
9,19,-0.5,male,1395.0451963069358
9,20,0.5,male,866.9465705272106
9,21,-0.5,male,609.6109842166131
9,22,0.5,male,1117.470972489872
9,23,-0.5,male,657.5623350824026
9,24,0.5,male,986.5167382166603
9,25,-0.5,male,1065.4032191023994
9,26,0.5,male,561.2152320440838
9,27,-0.5,male,1207.9282113940462
9,28,0.5,male,767.7783666073869
9,29,-0.5,male,1043.5539450488345
9,30,0.5,male,720.8862901063877
9,31,-0.5,male,740.8798296128411
9,32,0.5,male,1095.946719098406
9,33,-0.5,male,927.1174095348422
9,34,0.5,male,861.735125525848
9,35,-0.5,male,731.1272104411727
9,36,0.5,male,864.3022671774435
9,37,-0.5,male,626.6503225916528
9,38,0.5,male,1060.174704190871
9,39,-0.5,male,691.4037412344161
9,40,0.5,male,1046.93936848667
9,41,-0.5,male,735.607811445316
9,42,0.5,male,979.897420810573
9,43,-0.5,male,621.131335135141
9,44,0.5,male,1223.5326371397186
9,45,-0.5,male,762.2598852376161
9,46,0.5,male,1155.5486043265141
9,47,-0.5,male,880.1509593972584
9,48,0.5,male,1112.4321935043413
9,49,-0.5,male,768.3730479179063
9,50,0.5,male,1042.9486197085944
10,1,-0.5,female,1092.172826629418
10,2,0.5,female,997.9864941799016
10,3,-0.5,female,793.1148377429827
10,4,0.5,female,1185.1076179919783
10,5,-0.5,female,1133.1606346832496
10,6,0.5,female,1168.6365474726913
10,7,-0.5,female,1051.2482305338042
10,8,0.5,female,672.3935626257351
10,9,-0.5,female,781.5604036401865
10,10,0.5,female,961.3876116691202
10,11,-0.5,female,996.2268720583296
10,12,0.5,female,1482.179435549508
10,13,-0.5,female,992.4005211430107
10,14,0.5,female,1158.5334881008505
10,15,-0.5,female,1013.4384659795833
10,16,0.5,female,972.1759865416059
10,17,-0.5,female,696.7084713483271
10,18,0.5,female,903.7708741994707
10,19,-0.5,female,964.1925746667041
10,20,0.5,female,1015.6239197193136
10,21,-0.5,female,775.0867810306253
10,22,0.5,female,948.2823362093729
10,23,-0.5,female,423.16994589587455
10,24,0.5,female,1055.4018226134592
10,25,-0.5,female,846.9547629474534
10,26,0.5,female,1105.5100706430674
10,27,-0.5,female,1259.05111342038
10,28,0.5,female,927.540554047512
10,29,-0.5,female,1137.1982840347764
10,30,0.5,female,877.5264306748657
10,31,-0.5,female,1028.2001875114408
10,32,0.5,female,808.9943813942368
10,33,-0.5,female,913.3443466373413
10,34,0.5,female,776.3577418885855
10,35,-0.5,female,1006.5383682763203
10,36,0.5,female,908.0357267162781
10,37,-0.5,female,922.3462738168228
10,38,0.5,female,907.5993570995788
10,39,-0.5,female,989.2804279717969
10,40,0.5,female,1008.4314123950597
10,41,-0.5,female,1196.956712878301
10,42,0.5,female,1039.22414410106
10,43,-0.5,female,1013.3740050879863
10,44,0.5,female,1610.7350322631648
10,45,-0.5,female,1672.9745988838908
10,46,0.5,female,1255.3667516641287
10,47,-0.5,female,962.5823801359049
10,48,0.5,female,1087.4333922304268
10,49,-0.5,female,1094.0498054547058
10,50,0.5,female,1440.3764412146138
11,1,-0.5,male,689.1625723046452
11,2,0.5,male,658.9609532907602
11,3,-0.5,male,463.5696466160791
11,4,0.5,male,536.1454301077873
11,5,-0.5,male,1043.4662763013364
11,6,0.5,male,456.41348811411143
11,7,-0.5,male,602.7326145853095
11,8,0.5,male,578.6411385845413
11,9,-0.5,male,1379.6428248157013
11,10,0.5,male,467.8183576781336
11,11,-0.5,male,888.1737611240474
11,12,0.5,male,925.1115921842407
11,13,-0.5,male,837.813665689149
11,14,0.5,male,852.4315476880898
11,15,-0.5,male,629.6013723325627
11,16,0.5,male,444.73523559891476
11,17,-0.5,male,742.1686815188234
11,18,0.5,male,1297.1498614854104
11,19,-0.5,male,615.7058399420898
11,20,0.5,male,895.8664056588863
11,21,-0.5,male,610.3896377876708
11,22,0.5,male,1175.6105452536322
11,23,-0.5,male,217.56765806800934
11,24,0.5,male,839.7027323211169
11,25,-0.5,male,624.8122554906389
11,26,0.5,male,724.063091151227
11,27,-0.5,male,849.1997038738663
11,28,0.5,male,634.6669107177504
11,29,-0.5,male,958.7087166198596
11,30,0.5,male,634.3953497166492
11,31,-0.5,male,820.4477675347132
11,32,0.5,male,435.70093567769084
11,33,-0.5,male,631.3194482639908
11,34,0.5,male,585.6012109434528
11,35,-0.5,male,865.1186162059407
11,36,0.5,male,562.9180890848777
11,37,-0.5,male,889.5290950870558
11,38,0.5,male,1170.0212004820487
11,39,-0.5,male,522.5365448161049
11,40,0.5,male,736.5046270559316
11,41,-0.5,male,662.6120667016793
11,42,0.5,male,572.6634802771973
11,43,-0.5,male,578.2779069196746
11,44,0.5,male,959.3085341979784
11,45,-0.5,male,929.7630280924218
11,46,0.5,male,683.0416467021092
11,47,-0.5,male,1129.7818460081896
11,48,0.5,male,748.2446134234108
11,49,-0.5,male,850.387051048803
11,50,0.5,male,807.1645129838568
12,1,-0.5,female,818.6984550318789
12,2,0.5,female,520.3322173260121
12,3,-0.5,female,1127.4182604831851
12,4,0.5,female,799.7195922319024
12,5,-0.5,female,712.5036156967135
12,6,0.5,female,818.3694743364523
12,7,-0.5,female,1038.9270213163663
12,8,0.5,female,688.004491792459
12,9,-0.5,female,630.2812478117926
12,10,0.5,female,583.5658485840436
12,11,-0.5,female,1281.1920891853465
12,12,0.5,female,966.7470854642447
12,13,-0.5,female,421.49247644338726
12,14,0.5,female,910.0613581891608
12,15,-0.5,female,593.6058165614834
12,16,0.5,female,866.6432191840524
12,17,-0.5,female,1132.424623552694
12,18,0.5,female,851.949308496475
12,19,-0.5,female,827.2434129636486
12,20,0.5,female,727.5458514106085
12,21,-0.5,female,810.8841744393261
12,22,0.5,female,1247.6124946199893
12,23,-0.5,female,476.9739643473407
12,24,0.5,female,899.8779170008229
12,25,-0.5,female,738.8464023945604
12,26,0.5,female,687.9321155610077
12,27,-0.5,female,859.1407819923096
12,28,0.5,female,745.7851028100774
12,29,-0.5,female,1029.1025682544432
12,30,0.5,female,910.3864538221914
12,31,-0.5,female,1186.0333943248424
12,32,0.5,female,870.9865277906921
12,33,-0.5,female,779.4791388896222
12,34,0.5,female,685.5317819398438
12,35,-0.5,female,755.6420589190574
12,36,0.5,female,630.9251955942409
12,37,-0.5,female,25.33385472066368
12,38,0.5,female,1092.977333429244
12,39,-0.5,female,793.2491114792892
12,40,0.5,female,749.7880848557958
12,41,-0.5,female,1284.4300759824566
12,42,0.5,female,811.7021828384404
12,43,-0.5,female,658.0489447710925
12,44,0.5,female,675.7942813127697
12,45,-0.5,female,974.2265917223277
12,46,0.5,female,772.8956087102737
12,47,-0.5,female,860.0041695084348
12,48,0.5,female,988.1376020667266
12,49,-0.5,female,647.2153272528931
12,50,0.5,female,986.1895519521775
13,1,-0.5,male,710.691326498849
13,2,0.5,male,488.54372462256583
13,3,-0.5,male,697.1368025769056
13,4,0.5,male,623.4535013036326
13,5,-0.5,male,672.9636594391181
13,6,0.5,male,573.7453877078673
13,7,-0.5,male,524.2197656022973
13,8,0.5,male,596.7556442305123
13,9,-0.5,male,684.1760549691797
13,10,0.5,male,947.6672093999359
13,11,-0.5,male,872.7782296144961
13,12,0.5,male,446.26242906440507
13,13,-0.5,male,536.7529901718266
13,14,0.5,male,485.05466476104516
13,15,-0.5,male,883.3863785557393
13,16,0.5,male,873.205700763312
13,17,-0.5,male,386.1803643026417
13,18,0.5,male,452.79119334664085
13,19,-0.5,male,710.8988874147038
13,20,0.5,male,638.9553655263572
13,21,-0.5,male,135.98928992601583
13,22,0.5,male,873.9062030527
13,23,-0.5,male,210.43550194828276
13,24,0.5,male,831.1743692615094
13,25,-0.5,male,626.2832024567595
13,26,0.5,male,719.5935664397648
13,27,-0.5,male,1151.3245333289844
13,28,0.5,male,299.0829516307522
13,29,-0.5,male,690.0176600033017
13,30,0.5,male,260.87312145252696
13,31,-0.5,male,513.619272633455
13,32,0.5,male,400.4095276268687
13,33,-0.5,male,307.40518930850874
13,34,0.5,male,802.5897837793723
13,35,-0.5,male,359.2622164538883
13,36,0.5,male,634.864792962625
13,37,-0.5,male,854.7303857271179
13,38,0.5,male,853.6389395958811
13,39,-0.5,male,505.184697488738
13,40,0.5,male,871.7909837864577
13,41,-0.5,male,1023.239855676567
13,42,0.5,male,716.6939337320628
13,43,-0.5,male,470.7560698774708
13,44,0.5,male,508.1634464922963
13,45,-0.5,male,525.6678097958197
13,46,0.5,male,592.141221607668
13,47,-0.5,male,648.9258520053997
13,48,0.5,male,956.7784128777278
13,49,-0.5,male,462.33441302810604
13,50,0.5,male,641.697406066553
14,1,-0.5,female,696.4302520402898
14,2,0.5,female,689.7125783677724
14,3,-0.5,female,465.74589336979693
14,4,0.5,female,488.24584498139575
14,5,-0.5,female,697.6080403370798
14,6,0.5,female,468.6579860238328
14,7,-0.5,female,752.5346773445124
14,8,0.5,female,862.8047786129118
14,9,-0.5,female,462.8076144625843
14,10,0.5,female,508.3813183004211
14,11,-0.5,female,661.8942118319217
14,12,0.5,female,1007.4264640779247
14,13,-0.5,female,610.3313030869309
14,14,0.5,female,815.9222020204019
14,15,-0.5,female,379.9810190281989
14,16,0.5,female,692.2031622381198
14,17,-0.5,female,885.397607980989
14,18,0.5,female,606.1347764145925
14,19,-0.5,female,1000.3278619359687
14,20,0.5,female,928.0686591805515
14,21,-0.5,female,505.58113317661866
14,22,0.5,female,753.5570629434856
14,23,-0.5,female,381.9051668594184
14,24,0.5,female,965.1402971263392
14,25,-0.5,female,539.3445415615647
14,26,0.5,female,718.5520758752424
14,27,-0.5,female,405.4420799769096
14,28,0.5,female,579.0692885012838
14,29,-0.5,female,652.273198661998
14,30,0.5,female,411.40279427118253
14,31,-0.5,female,385.47038899480617
14,32,0.5,female,870.8139649807987
14,33,-0.5,female,579.5122006101383
14,34,0.5,female,939.9117366808847
14,35,-0.5,female,250.55130841766174
14,36,0.5,female,879.0468118041991
14,37,-0.5,female,546.5606635767505
14,38,0.5,female,766.9684733899342
14,39,-0.5,female,572.0810646756909
14,40,0.5,female,801.8722995081953
14,41,-0.5,female,734.9701710777771
14,42,0.5,female,1140.8072313923662
14,43,-0.5,female,711.1260618045465
14,44,0.5,female,626.054146259314
14,45,-0.5,female,846.1741373907761
14,46,0.5,female,548.8639156701147
14,47,-0.5,female,1034.4519380092543
14,48,0.5,female,489.3723551100993
14,49,-0.5,female,617.4105579861962
14,50,0.5,female,1124.653574025036
15,1,-0.5,male,794.2413438517643
15,2,0.5,male,703.8492043264157
15,3,-0.5,male,1100.9004038839287
15,4,0.5,male,988.4885965354101
15,5,-0.5,male,921.9010356395072
15,6,0.5,male,873.513371633373
15,7,-0.5,male,789.4557692515947
15,8,0.5,male,935.6096891946748
15,9,-0.5,male,619.5866572055176
15,10,0.5,male,770.7468052668145
15,11,-0.5,male,1033.0903469930206
15,12,0.5,male,1241.701598366319
15,13,-0.5,male,1033.5499016904034
15,14,0.5,male,927.2032310228273
15,15,-0.5,male,742.8331191023452
15,16,0.5,male,749.082629928519
15,17,-0.5,male,775.0280335288273
15,18,0.5,male,813.9730637113057
15,19,-0.5,male,1076.140370089729
15,20,0.5,male,828.7964296122827
15,21,-0.5,male,605.0278953924951
15,22,0.5,male,824.4645138344263
15,23,-0.5,male,770.5877439915344
15,24,0.5,male,572.9438146992774
15,25,-0.5,male,800.4620003260674
15,26,0.5,male,666.4943832959884
15,27,-0.5,male,937.1194702486774
15,28,0.5,male,320.7767771641069
15,29,-0.5,male,517.7187550618899
15,30,0.5,male,702.8301345208147
15,31,-0.5,male,804.4727541463235
15,32,0.5,male,1163.2817415465972
15,33,-0.5,male,943.4955453679161
15,34,0.5,male,808.1357733847469
15,35,-0.5,male,549.653718535114
15,36,0.5,male,744.7078953600923
15,37,-0.5,male,741.8507811529126
15,38,0.5,male,861.0281988682789
15,39,-0.5,male,629.3661212244695
15,40,0.5,male,791.4535470309053
15,41,-0.5,male,1192.8040817540527
15,42,0.5,male,1166.3653675983305
15,43,-0.5,male,799.7646391747749
15,44,0.5,male,997.666896898422
15,45,-0.5,male,653.737526394953
15,46,0.5,male,724.0106135173187
15,47,-0.5,male,772.7959149046382
15,48,0.5,male,1133.1768826335253
15,49,-0.5,male,442.2300341511148
15,50,0.5,male,823.5226348637375
16,1,-0.5,female,1082.3869366001845
16,2,0.5,female,777.2191364409587
16,3,-0.5,female,1118.781828922167
